spotifyID,title,artist,durationMs,songKey,mode,timeSignature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,spotifyID,chart date,ranking
Nights Like This,Kehlani Featuring Ty Dolla $ign,0.725,-5.131,0.291,146.163,89,2019-02-22
Yosemite,Travis Scott,0.554,-6.571,0.144,128.047,90,2019-02-22
Miss Me More,Kelsea Ballerini,0.72,-7.146,0.491,96.028,91,2019-02-22
Here Tonight,Brett Young,0.776,-5.271,0.448,96.002,92,2019-02-22
Mixed Personalities,YNW Melly Featuring Kanye West,0.44,-9.104,0.352,149.937,93,2019-02-22
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,0.864,-2.852,0.685,93.299,95,2019-02-22
Talk To Me,Tory Lanez & Rich The Kid,0.66,-7.883,0.451,159.949,96,2019-02-22
Splashin,Rich The Kid,0.382,-8.099,0.379,100.017,97,2019-02-22
Rainbow,Kacey Musgraves,0.197,-7.697,0.349,130.367,98,2019-02-22
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,0.622,-4.653,0.506,191.971,99,2019-02-22
On My Way To You,Cody Johnson,0.538,-5.477,0.245,157.97,100,2019-02-22
7 Rings,Ariana Grande,0.317,-10.732,0.327,140.048,1,2019-03-01
Without Me,Halsey,0.488,-7.05,0.533,136.041,2,2019-03-01
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,0.479,-5.574,0.913,89.911,3,2019-03-01
"Thank U, Next",Ariana Grande,0.653,-5.634,0.412,106.966,4,2019-03-01
Please Me,Cardi B & Bruno Mars,0.57,-6.711,0.65,133.992,5,2019-03-01
Happier,Marshmello & Bastille,0.792,-2.749,0.671,100.015,6,2019-03-01
Sicko Mode,Travis Scott,0.73,-3.714,0.446,155.008,7,2019-03-01
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,0.554,-5.29,0.335,169.999,8,2019-03-01
High Hopes,Panic! At The Disco,0.904,-2.729,0.681,82.014,9,2019-03-01
Wow.,Post Malone,0.539,-7.359,0.388,99.96,10,2019-03-01
Middle Child,J. Cole,0.364,-11.713,0.463,123.984,11,2019-03-01
Eastside,"benny blanco, Halsey & Khalid",0.68,-7.648,0.319,89.391,12,2019-03-01
Thotiana,Blueface,0.382,-12.89,0.391,104.025,13,2019-03-01
Murder On My Mind,YNW Melly,0.73,-7.985,0.74,115.007,14,2019-03-01
Going Bad,Meek Mill Featuring Drake,0.496,-6.365,0.544,86.003,15,2019-03-01
Money,Cardi B,0.59,-6.508,0.219,130.003,16,2019-03-01
A Lot,21 Savage,0.636,-7.643,0.274,145.972,17,2019-03-01
Girls Like You,Maroon 5 Featuring Cardi B,0.541,-6.825,0.448,124.959,19,2019-03-01
Better,Khalid,0.552,-10.278,0.112,97.949,20,2019-03-01
Shallow,Lady Gaga & Bradley Cooper,0.385,-6.362,0.323,95.799,21,2019-03-01
ZEZE,Kodak Black Featuring Travis Scott & Offset,0.603,-5.788,0.504,98.043,22,2019-03-01
Beautiful Crazy,Luke Combs,0.402,-7.431,0.382,103.313,23,2019-03-01
MIA,Bad Bunny Featuring Drake,0.539,-6.349,0.158,97.062,24,2019-03-01
Dancing With A Stranger,Sam Smith & Normani,0.52,-7.513,0.347,102.998,25,2019-03-01
Youngblood,5 Seconds Of Summer,0.854,-5.114,0.152,120.274,26,2019-03-01
Robbery,Juice WRLD,0.692,-5.122,0.578,159.966,27,2019-03-01
Better Now,Post Malone,0.578,-5.804,0.341,145.038,28,2019-03-01
Sweet But Psycho,Ava Max,0.704,-4.724,0.628,133.002,29,2019-03-01
Be Alright,Dean Lewis,0.586,-6.319,0.443,126.684,30,2019-03-01
Tequila,Dan + Shay,0.581,-5.731,0.494,86.016,31,2019-03-01
Bury A Friend,Billie Eilish,0.389,-14.505,0.196,120.046,32,2019-03-01
I Like It,"Cardi B, Bad Bunny & J Balvin",0.726,-3.998,0.65,136.048,33,2019-03-01
You Say,Lauren Daigle,0.632,-6.89,0.0791,147.892,34,2019-03-01
Leave Me Alone,Flipp Dinero,0.743,-2.806,0.742,150.024,35,2019-03-01
Baby Shark,Pinkfong,0.84,-3.651,0.52,115.062,38,2019-03-01
Look Back At It,A Boogie Wit da Hoodie,0.587,-5.075,0.536,96.057,39,2019-03-01
Mo Bamba,Sheck Wes,0.625,-5.266,0.261,146.034,40,2019-03-01
Lucid Dreams,Juice WRLD,0.566,-7.23,0.218,83.903,41,2019-03-01
Envy Me,Calboy,0.488,-7.664,0.584,149.042,42,2019-03-01
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,0.662,-5.239,0.434,93.023,43,2019-03-01
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",0.801,-4.167,0.617,95.881,44,2019-03-01
This Is It,Scotty McCreery,0.511,-6.788,0.602,156.042,45,2019-03-01
NASA,Ariana Grande,0.458,-6.891,0.47,75.029,46,2019-03-01
Backin' It Up,Pardison Fontaine Featuring Cardi B,0.68,-4.853,0.565,164.932,47,2019-03-01
Needy,Ariana Grande,0.309,-7.948,0.195,87.045,48,2019-03-01
Red Room,Offset,0.559,-8.587,0.527,112.347,49,2019-03-01
Talk,Khalid,0.4,-8.575,0.346,135.984,50,2019-03-01
Girl Like You,Jason Aldean,0.88,-4.204,0.483,144.057,51,2019-03-01
Twerk,City Girls Featuring Cardi B,0.842,-4.006,0.481,190.077,52,2019-03-01
Bloodline,Ariana Grande,0.665,-5.188,0.643,151.976,53,2019-03-01
What Makes You Country,Luke Bryan,0.948,-1.721,0.752,159.983,54,2019-03-01
Bad Idea,Ariana Grande,0.579,-5.314,0.569,137.998,55,2019-03-01
Pure Water,Mustard & Migos,0.559,-5.545,0.137,202.015,56,2019-03-01
Fake Smile,Ariana Grande,0.619,-7.412,0.427,83.3,57,2019-03-01
Imagine,Ariana Grande,0.475,-4.985,0.371,62.52,58,2019-03-01
Take It From Me,Jordan Davis,0.891,-3.144,0.674,99.983,59,2019-03-01
Mixed Personalities,YNW Melly Featuring Kanye West,0.44,-9.104,0.352,149.937,60,2019-03-01
Lost In The Fire,Gesaffelstein & The Weeknd,0.671,-12.21,0.166,100.966,61,2019-03-01
Ghostin,Ariana Grande,0.364,-8.295,0.11,103.777,62,2019-03-01
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,0.794,-5.844,0.244,114.066,63,2019-03-01
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,0.571,-7.906,0.449,105.049,64,2019-03-01
Undecided,Chris Brown,0.527,-5.318,0.589,96.37,65,2019-03-01
Millionaire,Chris Stapleton,0.474,-9.608,0.493,142.689,66,2019-03-01
Here Tonight,Brett Young,0.776,-5.271,0.448,96.002,67,2019-03-01
Calling My Spirit,Kodak Black,0.366,-9.954,0.74,119.985,68,2019-03-01
Sixteen,Thomas Rhett,0.531,-7.031,0.425,107.013,69,2019-03-01
Love Someone,Lukas Graham,0.415,-6.557,0.274,172.065,70,2019-03-01
Armed And Dangerous,Juice WRLD,0.67,-6.702,0.845,130.032,71,2019-03-01
Nights Like This,Kehlani Featuring Ty Dolla $ign,0.725,-5.131,0.291,146.163,72,2019-03-01
Close Friends,Lil Baby,0.578,-4.669,0.698,158.896,73,2019-03-01
In My Head,Ariana Grande,0.6,-6.402,0.331,134.979,74,2019-03-01
Put A Date On It,Yo Gotti Featuring Lil Baby,0.659,-5.696,0.579,129.93,75,2019-03-01
Pure Cocaine,Lil Baby,0.487,-6.071,0.107,127.05,76,2019-03-01
Down To The Honkytonk,Jake Owen,0.808,-4.12,0.937,82.021,77,2019-03-01
Ella Quiere Beber,Anuel AA & Romeo Santos,0.665,-3.083,0.697,95.239,78,2019-03-01
Lovely,Billie Eilish & Khalid,0.296,-10.109,0.12,115.284,79,2019-03-01
Talk You Out Of It,Florida Georgia Line,0.708,-4.791,0.558,119.964,80,2019-03-01
Miss Me More,Kelsea Ballerini,0.72,-7.146,0.491,96.028,81,2019-03-01
Body,Loud Luxury Featuring Brando,0.764,-4.399,0.582,121.958,82,2019-03-01
Burn Out,Midland,0.724,-5.61,0.801,99.976,83,2019-03-01
Eyes On You,Chase Rice,0.652,-6.982,0.476,97.155,84,2019-03-01
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,0.846,-4.595,0.475,139.927,85,2019-03-01
365,Zedd & Katy Perry,0.693,-5.479,0.248,98.039,86,2019-03-01
Worth It,YK Osiris,0.528,-4.082,0.422,123.936,87,2019-03-01
When The Party's Over,Billie Eilish,0.111,-14.084,0.198,82.642,88,2019-03-01
Yosemite,Travis Scott,0.554,-6.571,0.144,128.047,89,2019-03-01
Shot Clock,Ella Mai,0.512,-6.008,0.434,95.11,90,2019-03-01
There Was This Girl,Riley Green,0.877,-4.223,0.94,127.981,91,2019-03-01
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,0.864,-2.852,0.685,93.299,92,2019-03-01
On My Way To You,Cody Johnson,0.538,-5.477,0.245,157.97,93,2019-03-01
Make Up,Ariana Grande,0.714,-5.373,0.477,105.137,95,2019-03-01
Make It Sweet,Old Dominion,0.837,-4.453,0.555,180.166,96,2019-03-01
Good Girl,Dustin Lynch,0.696,-5.05,0.694,80.512,97,2019-03-01
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,0.622,-4.653,0.506,191.971,99,2019-03-01
One That Got Away,Michael Ray,0.825,-4.245,0.609,160.003,100,2019-03-01
Shallow,Lady Gaga & Bradley Cooper,0.385,-6.362,0.323,95.799,1,2019-03-08
7 Rings,Ariana Grande,0.317,-10.732,0.327,140.048,2,2019-03-08
Without Me,Halsey,0.488,-7.05,0.533,136.041,3,2019-03-08
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,0.479,-5.574,0.913,89.911,4,2019-03-08
Middle Child,J. Cole,0.364,-11.713,0.463,123.984,5,2019-03-08
Happier,Marshmello & Bastille,0.792,-2.749,0.671,100.015,6,2019-03-08
"Thank U, Next",Ariana Grande,0.653,-5.634,0.412,106.966,7,2019-03-08
Wow.,Post Malone,0.539,-7.359,0.388,99.96,8,2019-03-08
Thotiana,Blueface,0.382,-12.89,0.391,104.025,9,2019-03-08
Sicko Mode,Travis Scott,0.73,-3.714,0.446,155.008,10,2019-03-08
High Hopes,Panic! At The Disco,0.904,-2.729,0.681,82.014,11,2019-03-08
Eastside,"benny blanco, Halsey & Khalid",0.68,-7.648,0.319,89.391,12,2019-03-08
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,0.554,-5.29,0.335,169.999,13,2019-03-08
Please Me,Cardi B & Bruno Mars,0.57,-6.711,0.65,133.992,14,2019-03-08
Murder On My Mind,YNW Melly,0.73,-7.985,0.74,115.007,15,2019-03-08
Going Bad,Meek Mill Featuring Drake,0.496,-6.365,0.544,86.003,16,2019-03-08
Girls Like You,Maroon 5 Featuring Cardi B,0.541,-6.825,0.448,124.959,17,2019-03-08
A Lot,21 Savage,0.636,-7.643,0.274,145.972,18,2019-03-08
Money,Cardi B,0.59,-6.508,0.219,130.003,20,2019-03-08
Better,Khalid,0.552,-10.278,0.112,97.949,21,2019-03-08
Dancing With A Stranger,Sam Smith & Normani,0.52,-7.513,0.347,102.998,22,2019-03-08
Beautiful Crazy,Luke Combs,0.402,-7.431,0.382,103.313,23,2019-03-08
Sweet But Psycho,Ava Max,0.704,-4.724,0.628,133.002,24,2019-03-08
ZEZE,Kodak Black Featuring Travis Scott & Offset,0.603,-5.788,0.504,98.043,25,2019-03-08
MIA,Bad Bunny Featuring Drake,0.539,-6.349,0.158,97.062,26,2019-03-08
Better Now,Post Malone,0.578,-5.804,0.341,145.038,27,2019-03-08
Robbery,Juice WRLD,0.692,-5.122,0.578,159.966,28,2019-03-08
Be Alright,Dean Lewis,0.586,-6.319,0.443,126.684,29,2019-03-08
You Say,Lauren Daigle,0.632,-6.89,0.0791,147.892,30,2019-03-08
Youngblood,5 Seconds Of Summer,0.854,-5.114,0.152,120.274,31,2019-03-08
Tequila,Dan + Shay,0.581,-5.731,0.494,86.016,32,2019-03-08
Baby Shark,Pinkfong,0.84,-3.651,0.52,115.062,34,2019-03-08
Look Back At It,A Boogie Wit da Hoodie,0.587,-5.075,0.536,96.057,35,2019-03-08
Leave Me Alone,Flipp Dinero,0.743,-2.806,0.742,150.024,37,2019-03-08
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",0.801,-4.167,0.617,95.881,38,2019-03-08
I Like It,"Cardi B, Bad Bunny & J Balvin",0.726,-3.998,0.65,136.048,39,2019-03-08
Lucid Dreams,Juice WRLD,0.566,-7.23,0.218,83.903,40,2019-03-08
Bury A Friend,Billie Eilish,0.389,-14.505,0.196,120.046,41,2019-03-08
Envy Me,Calboy,0.488,-7.664,0.584,149.042,42,2019-03-08
Mo Bamba,Sheck Wes,0.625,-5.266,0.261,146.034,43,2019-03-08
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,0.662,-5.239,0.434,93.023,44,2019-03-08
Twerk,City Girls Featuring Cardi B,0.842,-4.006,0.481,190.077,45,2019-03-08
Take It From Me,Jordan Davis,0.891,-3.144,0.674,99.983,46,2019-03-08
Always Remember Us This Way,Lady Gaga,0.502,-5.972,0.296,129.976,47,2019-03-08
Backin' It Up,Pardison Fontaine Featuring Cardi B,0.68,-4.853,0.565,164.932,48,2019-03-08
Legacy,Offset Featuring Travis Scott & 21 Savage,0.513,-8.769,0.344,128.085,49,2019-03-08
Red Room,Offset,0.559,-8.587,0.527,112.347,50,2019-03-08
This Is It,Scotty McCreery,0.511,-6.788,0.602,156.042,51,2019-03-08
Pure Water,Mustard & Migos,0.559,-5.545,0.137,202.015,52,2019-03-08
Close Friends,Lil Baby,0.578,-4.669,0.698,158.896,53,2019-03-08
Walk Me Home,P!nk,0.453,-6.119,0.432,88.038,54,2019-03-08
Talk,Khalid,0.4,-8.575,0.346,135.984,55,2019-03-08
Mixed Personalities,YNW Melly Featuring Kanye West,0.44,-9.104,0.352,149.937,56,2019-03-08
Millionaire,Chris Stapleton,0.474,-9.608,0.493,142.689,57,2019-03-08
Girl Like You,Jason Aldean,0.88,-4.204,0.483,144.057,58,2019-03-08
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,0.864,-2.852,0.685,93.299,59,2019-03-08
Needy,Ariana Grande,0.309,-7.948,0.195,87.045,60,2019-03-08
What Makes You Country,Luke Bryan,0.948,-1.721,0.752,159.983,61,2019-03-08
Undecided,Chris Brown,0.527,-5.318,0.589,96.37,63,2019-03-08
Clout,Offset Featuring Cardi B,0.622,-7.384,0.424,140.022,64,2019-03-08
How Did I Get Here,Offset Featuring  J. Cole,0.544,-7.92,0.114,129.993,65,2019-03-08
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,0.846,-4.595,0.475,139.927,66,2019-03-08
Nights Like This,Kehlani Featuring Ty Dolla $ign,0.725,-5.131,0.291,146.163,67,2019-03-08
NASA,Ariana Grande,0.458,-6.891,0.47,75.029,68,2019-03-08
Burn Out,Midland,0.724,-5.61,0.801,99.976,69,2019-03-08
Outstanding,Gunna,0.73,-4.554,0.324,149.075,70,2019-03-08
Here Tonight,Brett Young,0.776,-5.271,0.448,96.002,71,2019-03-08
Be Like Me,Lil Pump Featuring Lil Wayne,0.396,-8.08,0.593,104.006,72,2019-03-08
Worth It,YK Osiris,0.528,-4.082,0.422,123.936,73,2019-03-08
3 Headed Snake,Gunna Featuring Young Thug,0.415,-10.708,0.646,135.03,74,2019-03-08
Wit It,Gunna,0.657,-5.318,0.508,125.905,75,2019-03-08
Ella Quiere Beber,Anuel AA & Romeo Santos,0.665,-3.083,0.697,95.239,76,2019-03-08
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,0.571,-7.906,0.449,105.049,77,2019-03-08
One Call,Gunna,0.481,-7.309,0.188,146.992,78,2019-03-08
Armed And Dangerous,Juice WRLD,0.67,-6.702,0.845,130.032,79,2019-03-08
Down To The Honkytonk,Jake Owen,0.808,-4.12,0.937,82.021,80,2019-03-08
Shot Clock,Ella Mai,0.512,-6.008,0.434,95.11,81,2019-03-08
Miss Me More,Kelsea Ballerini,0.72,-7.146,0.491,96.028,82,2019-03-08
Calling My Spirit,Kodak Black,0.366,-9.954,0.74,119.985,83,2019-03-08
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,0.794,-5.844,0.244,114.066,84,2019-03-08
Imagine,Ariana Grande,0.475,-4.985,0.371,62.52,85,2019-03-08
Lick,Offset,0.539,-6.611,0.657,103.0,86,2019-03-08
Eyes On You,Chase Rice,0.652,-6.982,0.476,97.155,88,2019-03-08
Love Someone,Lukas Graham,0.415,-6.557,0.274,172.065,89,2019-03-08
Bad Idea,Ariana Grande,0.579,-5.314,0.569,137.998,90,2019-03-08
Speed It Up,Gunna,0.587,-7.395,0.435,143.027,91,2019-03-08
Secreto,Anuel AA & Karol G,0.803,-4.156,0.706,91.987,92,2019-03-08
Bloodline,Ariana Grande,0.665,-5.188,0.643,151.976,93,2019-03-08
I Guess I Just Feel Like,John Mayer,0.528,-8.033,0.163,159.821,94,2019-03-08
Good As You,Kane Brown,0.516,-6.05,0.769,153.831,95,2019-03-08
Put A Date On It,Yo Gotti Featuring Lil Baby,0.659,-5.696,0.579,129.93,96,2019-03-08
Talk You Out Of It,Florida Georgia Line,0.708,-4.791,0.558,119.964,98,2019-03-08
Make It Sweet,Old Dominion,0.837,-4.453,0.555,180.166,99,2019-03-08
Faucet Failure,Ski Mask The Slump God,0.552,-9.373,0.615,99.993,100,2019-03-08
Sucker,Jonas Brothers,0.734,-5.065,0.952,137.958,1,2019-03-15
7 Rings,Ariana Grande,0.317,-10.732,0.327,140.048,2,2019-03-15
Please Me,Cardi B & Bruno Mars,0.57,-6.711,0.65,133.992,3,2019-03-15
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,0.479,-5.574,0.913,89.911,4,2019-03-15
Without Me,Halsey,0.488,-7.05,0.533,136.041,5,2019-03-15
Shallow,Lady Gaga & Bradley Cooper,0.385,-6.362,0.323,95.799,6,2019-03-15
Wow.,Post Malone,0.539,-7.359,0.388,99.96,7,2019-03-15
Happier,Marshmello & Bastille,0.792,-2.749,0.671,100.015,8,2019-03-15
Middle Child,J. Cole,0.364,-11.713,0.463,123.984,9,2019-03-15
Sicko Mode,Travis Scott,0.73,-3.714,0.446,155.008,10,2019-03-15
"Thank U, Next",Ariana Grande,0.653,-5.634,0.412,106.966,11,2019-03-15
High Hopes,Panic! At The Disco,0.904,-2.729,0.681,82.014,12,2019-03-15
Thotiana,Blueface,0.382,-12.89,0.391,104.025,13,2019-03-15
Eastside,"benny blanco, Halsey & Khalid",0.68,-7.648,0.319,89.391,14,2019-03-15
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,0.554,-5.29,0.335,169.999,15,2019-03-15
Going Bad,Meek Mill Featuring Drake,0.496,-6.365,0.544,86.003,16,2019-03-15
Murder On My Mind,YNW Melly,0.73,-7.985,0.74,115.007,17,2019-03-15
A Lot,21 Savage,0.636,-7.643,0.274,145.972,18,2019-03-15
Girls Like You,Maroon 5 Featuring Cardi B,0.541,-6.825,0.448,124.959,19,2019-03-15
Dancing With A Stranger,Sam Smith & Normani,0.52,-7.513,0.347,102.998,20,2019-03-15
Better,Khalid,0.552,-10.278,0.112,97.949,21,2019-03-15
Money,Cardi B,0.59,-6.508,0.219,130.003,23,2019-03-15
Sweet But Psycho,Ava Max,0.704,-4.724,0.628,133.002,24,2019-03-15
Beautiful Crazy,Luke Combs,0.402,-7.431,0.382,103.313,25,2019-03-15
Be Alright,Dean Lewis,0.586,-6.319,0.443,126.684,26,2019-03-15
MIA,Bad Bunny Featuring Drake,0.539,-6.349,0.158,97.062,27,2019-03-15
ZEZE,Kodak Black Featuring Travis Scott & Offset,0.603,-5.788,0.504,98.043,28,2019-03-15
Better Now,Post Malone,0.578,-5.804,0.341,145.038,29,2019-03-15
Youngblood,5 Seconds Of Summer,0.854,-5.114,0.152,120.274,30,2019-03-15
You Say,Lauren Daigle,0.632,-6.89,0.0791,147.892,32,2019-03-15
Tequila,Dan + Shay,0.581,-5.731,0.494,86.016,33,2019-03-15
Robbery,Juice WRLD,0.692,-5.122,0.578,159.966,34,2019-03-15
Look Back At It,A Boogie Wit da Hoodie,0.587,-5.075,0.536,96.057,35,2019-03-15
Lucid Dreams,Juice WRLD,0.566,-7.23,0.218,83.903,36,2019-03-15
Baby Shark,Pinkfong,0.84,-3.651,0.52,115.062,38,2019-03-15
I,Lil Skies,0.453,-7.28,0.431,99.183,39,2019-03-15
Envy Me,Calboy,0.488,-7.664,0.584,149.042,40,2019-03-15
I Like It,"Cardi B, Bad Bunny & J Balvin",0.726,-3.998,0.65,136.048,41,2019-03-15
Bury A Friend,Billie Eilish,0.389,-14.505,0.196,120.046,42,2019-03-15
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",0.801,-4.167,0.617,95.881,43,2019-03-15
Leave Me Alone,Flipp Dinero,0.743,-2.806,0.742,150.024,45,2019-03-15
Twerk,City Girls Featuring Cardi B,0.842,-4.006,0.481,190.077,46,2019-03-15
Mo Bamba,Sheck Wes,0.625,-5.266,0.261,146.034,47,2019-03-15
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,0.662,-5.239,0.434,93.023,48,2019-03-15
Talk,Khalid,0.4,-8.575,0.346,135.984,49,2019-03-15
Mixed Personalities,YNW Melly Featuring Kanye West,0.44,-9.104,0.352,149.937,50,2019-03-15
Pure Water,Mustard & Migos,0.559,-5.545,0.137,202.015,51,2019-03-15
Look What God Gave Her,Thomas Rhett,0.85,-3.966,0.883,113.0,52,2019-03-15
This Is It,Scotty McCreery,0.511,-6.788,0.602,156.042,53,2019-03-15
Take It From Me,Jordan Davis,0.891,-3.144,0.674,99.983,54,2019-03-15
Millionaire,Chris Stapleton,0.474,-9.608,0.493,142.689,55,2019-03-15
Hear Me Calling,Juice WRLD,0.687,-3.997,0.499,88.932,56,2019-03-15
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,0.864,-2.852,0.685,93.299,57,2019-03-15
Undecided,Chris Brown,0.527,-5.318,0.589,96.37,58,2019-03-15
Close Friends,Lil Baby,0.578,-4.669,0.698,158.896,59,2019-03-15
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,0.846,-4.595,0.475,139.927,60,2019-03-15
Girl Like You,Jason Aldean,0.88,-4.204,0.483,144.057,61,2019-03-15
Here Tonight,Brett Young,0.776,-5.271,0.448,96.002,62,2019-03-15
Burn Out,Midland,0.724,-5.61,0.801,99.976,63,2019-03-15
Always Remember Us This Way,Lady Gaga,0.502,-5.972,0.296,129.976,64,2019-03-15
Worth It,YK Osiris,0.528,-4.082,0.422,123.936,65,2019-03-15
What Makes You Country,Luke Bryan,0.948,-1.721,0.752,159.983,66,2019-03-15
Ella Quiere Beber,Anuel AA & Romeo Santos,0.665,-3.083,0.697,95.239,67,2019-03-15
Shot Clock,Ella Mai,0.512,-6.008,0.434,95.11,68,2019-03-15
Down To The Honkytonk,Jake Owen,0.808,-4.12,0.937,82.021,69,2019-03-15
Eyes On You,Chase Rice,0.652,-6.982,0.476,97.155,70,2019-03-15
There Was This Girl,Riley Green,0.877,-4.223,0.94,127.981,71,2019-03-15
Bad Liar,Imagine Dragons,0.637,-6.993,0.0827,177.913,72,2019-03-15
Red Room,Offset,0.559,-8.587,0.527,112.347,73,2019-03-15
Wish You Were Gay,Billie Eilish,0.351,-10.198,0.282,118.028,74,2019-03-15
Whip,2 Chainz Featuring Travis Scott,0.399,-7.428,0.0379,121.949,75,2019-03-15
Make It Sweet,Old Dominion,0.837,-4.453,0.555,180.166,76,2019-03-15
Act Up,City Girls,0.638,-4.713,0.313,97.075,77,2019-03-15
Good As You,Kane Brown,0.516,-6.05,0.769,153.831,78,2019-03-15
Nights Like This,Kehlani Featuring Ty Dolla $ign,0.725,-5.131,0.291,146.163,79,2019-03-15
Calling My Spirit,Kodak Black,0.366,-9.954,0.74,119.985,80,2019-03-15
Miss Me More,Kelsea Ballerini,0.72,-7.146,0.491,96.028,81,2019-03-15
Armed And Dangerous,Juice WRLD,0.67,-6.702,0.845,130.032,82,2019-03-15
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,0.619,-5.56,0.639,136.041,83,2019-03-15
Secreto,Anuel AA & Karol G,0.803,-4.156,0.706,91.987,84,2019-03-15
Whiskey Glasses,Morgan Wallen,0.68,-4.58,0.707,149.959,85,2019-03-15
Night Shift,Jon Pardi,0.754,-3.564,0.73,95.999,86,2019-03-15
Faucet Failure,Ski Mask The Slump God,0.552,-9.373,0.615,99.993,87,2019-03-15
Walk Me Home,P!nk,0.453,-6.119,0.432,88.038,88,2019-03-15
One That Got Away,Michael Ray,0.825,-4.245,0.609,160.003,89,2019-03-15
Put A Date On It,Yo Gotti Featuring Lil Baby,0.659,-5.696,0.579,129.93,90,2019-03-15
Lovely,Billie Eilish & Khalid,0.296,-10.109,0.12,115.284,91,2019-03-15
Needy,Ariana Grande,0.309,-7.948,0.195,87.045,92,2019-03-15
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",0.468,-4.039,0.69,95.266,93,2019-03-15
Rule The World,2 Chainz Featuring Ariana Grande,0.584,-6.232,0.447,88.073,94,2019-03-15
When The Party's Over,Billie Eilish,0.111,-14.084,0.198,82.642,95,2019-03-15
Love Someone,Lukas Graham,0.415,-6.557,0.274,172.065,96,2019-03-15
Talk You Out Of It,Florida Georgia Line,0.708,-4.791,0.558,119.964,97,2019-03-15
Love Wins,Carrie Underwood,0.865,-4.697,0.325,135.115,98,2019-03-15
On My Way To You,Cody Johnson,0.538,-5.477,0.245,157.97,99,2019-03-15
Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,0.467,-6.293,0.4,179.974,100,2019-03-15
7 Rings,Ariana Grande,0.317,-10.732,0.327,140.048,1,2019-03-22
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,0.479,-5.574,0.913,89.911,2,2019-03-22
Without Me,Halsey,0.488,-7.05,0.533,136.041,3,2019-03-22
Please Me,Cardi B & Bruno Mars,0.57,-6.711,0.65,133.992,4,2019-03-22
Wow.,Post Malone,0.539,-7.359,0.388,99.96,5,2019-03-22
Sucker,Jonas Brothers,0.734,-5.065,0.952,137.958,6,2019-03-22
Happier,Marshmello & Bastille,0.792,-2.749,0.671,100.015,7,2019-03-22
Middle Child,J. Cole,0.364,-11.713,0.463,123.984,8,2019-03-22
Shallow,Lady Gaga & Bradley Cooper,0.385,-6.362,0.323,95.799,9,2019-03-22
Sicko Mode,Travis Scott,0.73,-3.714,0.446,155.008,10,2019-03-22
Thotiana,Blueface,0.382,-12.89,0.391,104.025,11,2019-03-22
High Hopes,Panic! At The Disco,0.904,-2.729,0.681,82.014,12,2019-03-22
Eastside,"benny blanco, Halsey & Khalid",0.68,-7.648,0.319,89.391,13,2019-03-22
Going Bad,Meek Mill Featuring Drake,0.496,-6.365,0.544,86.003,14,2019-03-22
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,0.554,-5.29,0.335,169.999,15,2019-03-22
"Thank U, Next",Ariana Grande,0.653,-5.634,0.412,106.966,16,2019-03-22
Murder On My Mind,YNW Melly,0.73,-7.985,0.74,115.007,17,2019-03-22
Dancing With A Stranger,Sam Smith & Normani,0.52,-7.513,0.347,102.998,18,2019-03-22
Better,Khalid,0.552,-10.278,0.112,97.949,19,2019-03-22
Girls Like You,Maroon 5 Featuring Cardi B,0.541,-6.825,0.448,124.959,20,2019-03-22
A Lot,21 Savage,0.636,-7.643,0.274,145.972,21,2019-03-22
Sweet But Psycho,Ava Max,0.704,-4.724,0.628,133.002,22,2019-03-22
