spotifyID,title,artist,durationMs,songKey,mode,timeSignature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,spotifyID,chart date,ranking
4evmHXcjt3bTUHD1cvny97,Beautiful People,Ed Sheeran Featuring Khalid,197867,5,0,4,0.124,0.64,0.648,0.0,0.0802,-8.113,0.187,0.548,92.977,4evmHXcjt3bTUHD1cvny97,2019-11-22,15
4IO8X9W69dIQe0EC5ALXhq,Immortal,21 Savage,254723,6,0,4,0.00813,0.741,0.87,0.0,0.114,-3.494,0.503,0.663,184.194,4IO8X9W69dIQe0EC5ALXhq,2019-11-15,55
4IO8X9W69dIQe0EC5ALXhq,Immortal,21 Savage,254723,6,0,4,0.00813,0.741,0.87,0.0,0.114,-3.494,0.503,0.663,184.194,4IO8X9W69dIQe0EC5ALXhq,2019-11-22,100
4j6GMcVcqZf1r0GDqMtYp6,Prayed For You,Matt Stell,210373,9,1,4,0.0724,0.6,0.698,1.64e-06,0.113,-5.86,0.0355,0.57,140.032,4j6GMcVcqZf1r0GDqMtYp6,2019-11-15,49
4j6GMcVcqZf1r0GDqMtYp6,Prayed For You,Matt Stell,210373,9,1,4,0.0724,0.6,0.698,1.64e-06,0.113,-5.86,0.0355,0.57,140.032,4j6GMcVcqZf1r0GDqMtYp6,2019-11-22,57
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,206459,4,1,4,0.556,0.488,0.343,0.0,0.21,-8.985,0.0436,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,2019-11-08,1
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,206459,4,1,4,0.556,0.488,0.343,0.0,0.21,-8.985,0.0436,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,2019-11-15,5
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,206459,4,1,4,0.556,0.488,0.343,0.0,0.21,-8.985,0.0436,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,2019-11-22,8
4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,133680,7,1,4,0.594,0.861,0.647,0.661,0.114,-7.425,0.0675,0.67,158.037,4S4Mfvv03M1cHgIOJcbUCL,2019-11-15,85
4sWuPniHClkInYAnzXAYUF,Camelot,NLE Choppa,148759,7,1,4,0.0849,0.787,0.713,0.0,0.717,-5.252,0.401,0.762,175.041,4sWuPniHClkInYAnzXAYUF,2019-11-15,48
4sWuPniHClkInYAnzXAYUF,Camelot,NLE Choppa,148759,7,1,4,0.0849,0.787,0.713,0.0,0.717,-5.252,0.401,0.762,175.041,4sWuPniHClkInYAnzXAYUF,2019-11-22,51
4vSoyDfL0uZyUoWu5NNNsQ,Self Control,YoungBoy Never Broke Again,185866,6,0,4,0.0349,0.82,0.697,0.0,0.197,-7.296,0.378,0.629,154.992,4vSoyDfL0uZyUoWu5NNNsQ,2019-11-15,74
4vSoyDfL0uZyUoWu5NNNsQ,Self Control,YoungBoy Never Broke Again,185866,6,0,4,0.0349,0.82,0.697,0.0,0.197,-7.296,0.378,0.629,154.992,4vSoyDfL0uZyUoWu5NNNsQ,2019-11-22,86
4XZIuf6EJw8HKOkRC9Jlj4,Lalala,Y2K & bbno$,175253,9,1,4,0.18,0.871,0.417,0.0,0.103,-7.864,0.0781,0.524,129.952,4XZIuf6EJw8HKOkRC9Jlj4,2019-11-22,94
52MNypbTWiwybwzhXvsPk5,Love You Too Late,Cole Swindell,204720,9,0,4,0.00111,0.542,0.797,0.0,0.0906,-4.45,0.0379,0.593,113.95,52MNypbTWiwybwzhXvsPk5,2019-11-15,86
53F1MVa1BWUkTBbVqgVAfN,Kinfolks,Sam Hunt,181933,0,1,4,0.0808,0.565,0.805,0.0,0.173,-4.457,0.0489,0.869,76.04,53F1MVa1BWUkTBbVqgVAfN,2019-11-15,72
53F1MVa1BWUkTBbVqgVAfN,Kinfolks,Sam Hunt,181933,0,1,4,0.0808,0.565,0.805,0.0,0.173,-4.457,0.0489,0.869,76.04,53F1MVa1BWUkTBbVqgVAfN,2019-11-22,65
54K7AZoGpQklpygKrxZlKN,Living,Dierks Bentley,222147,1,1,4,0.0153,0.517,0.813,0.0,0.106,-6.325,0.0558,0.444,83.005,54K7AZoGpQklpygKrxZlKN,2019-11-15,93
54K7AZoGpQklpygKrxZlKN,Living,Dierks Bentley,222147,1,1,4,0.0153,0.517,0.813,0.0,0.106,-6.325,0.0558,0.444,83.005,54K7AZoGpQklpygKrxZlKN,2019-11-22,95
56AMYGJzxBO6p8v0wEe9de,Hot,Young Thug Featuring Gunna,279907,7,0,4,0.188,0.845,0.631,0.0,0.0806,-8.206,0.216,0.545,111.983,56AMYGJzxBO6p8v0wEe9de,2019-11-08,35
56AMYGJzxBO6p8v0wEe9de,Hot,Young Thug Featuring Gunna,279907,7,0,4,0.188,0.845,0.631,0.0,0.0806,-8.206,0.216,0.545,111.983,56AMYGJzxBO6p8v0wEe9de,2019-11-15,11
56AMYGJzxBO6p8v0wEe9de,Hot,Young Thug Featuring Gunna,279907,7,0,4,0.188,0.845,0.631,0.0,0.0806,-8.206,0.216,0.545,111.983,56AMYGJzxBO6p8v0wEe9de,2019-11-22,16
598yNsG1JFrGd4n2kMoz7F,Woah,Lil Baby,183011,11,1,4,0.0177,0.882,0.602,0.0,0.178,-5.554,0.245,0.43,142.959,598yNsG1JFrGd4n2kMoz7F,2019-11-22,19
5aZQrb2TXWEh9uZR4HEY3r,Even Though I'm Leaving,Luke Combs,225253,2,1,4,0.225,0.554,0.755,0.0,0.301,-6.04,0.0319,0.624,77.962,5aZQrb2TXWEh9uZR4HEY3r,2019-11-15,33
5aZQrb2TXWEh9uZR4HEY3r,Even Though I'm Leaving,Luke Combs,225253,2,1,4,0.225,0.554,0.755,0.0,0.301,-6.04,0.0319,0.624,77.962,5aZQrb2TXWEh9uZR4HEY3r,2019-11-22,11
5FDCDBFDKpf7TLzDx6r2Lp,Big Boy Diamonds,Gucci Mane Featuring Kodak Black & London On Da Track,151482,0,0,4,0.0307,0.883,0.635,0.0,0.114,-6.284,0.299,0.542,129.042,5FDCDBFDKpf7TLzDx6r2Lp,2019-11-15,100
5KBARWIxeMGkvUax9VtVC9,My Type,Saweetie,126446,2,1,4,0.000677,0.899,0.811,0.0,0.0672,-6.294,0.258,0.587,105.038,5KBARWIxeMGkvUax9VtVC9,2019-11-15,47
5KBARWIxeMGkvUax9VtVC9,My Type,Saweetie,126446,2,1,4,0.000677,0.899,0.811,0.0,0.0672,-6.294,0.258,0.587,105.038,5KBARWIxeMGkvUax9VtVC9,2019-11-22,50
5N1o6d8zGcSZSeMFkOUQOk,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",199427,0,1,4,0.00485,0.872,0.814,1.96e-06,0.214,-4.568,0.155,0.57,98.985,5N1o6d8zGcSZSeMFkOUQOk,2019-11-15,44
5N1o6d8zGcSZSeMFkOUQOk,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",199427,0,1,4,0.00485,0.872,0.814,1.96e-06,0.214,-4.568,0.155,0.57,98.985,5N1o6d8zGcSZSeMFkOUQOk,2019-11-22,59
5OBtr92M0xsvOGqpnz3LzW,Ridin' Roads,Dustin Lynch,205427,9,1,4,0.0986,0.547,0.817,0.0,0.136,-4.255,0.0448,0.592,142.118,5OBtr92M0xsvOGqpnz3LzW,2019-11-15,88
5OBtr92M0xsvOGqpnz3LzW,Ridin' Roads,Dustin Lynch,205427,9,1,4,0.0986,0.547,0.817,0.0,0.136,-4.255,0.0448,0.592,142.118,5OBtr92M0xsvOGqpnz3LzW,2019-11-22,76
5qmq61DAAOUaW8AUo8xKhh,Truth Hurts,Lizzo,173325,4,0,4,0.11,0.715,0.624,0.0,0.123,-3.046,0.114,0.412,158.087,5qmq61DAAOUaW8AUo8xKhh,2019-11-08,5
5qmq61DAAOUaW8AUo8xKhh,Truth Hurts,Lizzo,173325,4,0,4,0.11,0.715,0.624,0.0,0.123,-3.046,0.114,0.412,158.087,5qmq61DAAOUaW8AUo8xKhh,2019-11-15,4
5qmq61DAAOUaW8AUo8xKhh,Truth Hurts,Lizzo,173325,4,0,4,0.11,0.715,0.624,0.0,0.123,-3.046,0.114,0.412,158.087,5qmq61DAAOUaW8AUo8xKhh,2019-11-22,6
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave,Drake Featuring Rick Ross,205427,10,0,4,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,0.101,100.541,5ry2OE6R2zPQFDO85XkgRb,2019-11-08,32
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave,Drake Featuring Rick Ross,205427,10,0,4,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,0.101,100.541,5ry2OE6R2zPQFDO85XkgRb,2019-11-15,32
5ry2OE6R2zPQFDO85XkgRb,Money In The Grave,Drake Featuring Rick Ross,205427,10,0,4,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,0.101,100.541,5ry2OE6R2zPQFDO85XkgRb,2019-11-22,35
5z51HY4ei5QhTjcvwq5Msw,On Chill,Wale Featuring Jeremih,214035,1,1,4,0.134,0.597,0.733,0.0,0.159,-6.017,0.41,0.639,171.016,5z51HY4ei5QhTjcvwq5Msw,2019-11-08,29
5z51HY4ei5QhTjcvwq5Msw,On Chill,Wale Featuring Jeremih,214035,1,1,4,0.134,0.597,0.733,0.0,0.159,-6.017,0.41,0.639,171.016,5z51HY4ei5QhTjcvwq5Msw,2019-11-15,22
5z51HY4ei5QhTjcvwq5Msw,On Chill,Wale Featuring Jeremih,214035,1,1,4,0.134,0.597,0.733,0.0,0.159,-6.017,0.41,0.639,171.016,5z51HY4ei5QhTjcvwq5Msw,2019-11-22,28
696DnlkuDOXcMAnKlTgXXK,Roxanne,Arizona Zervas,163636,6,0,5,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,696DnlkuDOXcMAnKlTgXXK,2019-11-15,34
696DnlkuDOXcMAnKlTgXXK,Roxanne,Arizona Zervas,163636,6,0,5,0.0522,0.621,0.601,0.0,0.46,-5.616,0.148,0.457,116.735,696DnlkuDOXcMAnKlTgXXK,2019-11-22,27
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,202205,1,0,5,0.153,0.477,0.682,0.0,0.0763,-4.931,0.0925,0.345,110.567,6b2RcmUt1g9N9mQ3CbjX2Y,2019-11-08,30
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,202205,1,0,5,0.153,0.477,0.682,0.0,0.0763,-4.931,0.0925,0.345,110.567,6b2RcmUt1g9N9mQ3CbjX2Y,2019-11-15,27
6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,202205,1,0,5,0.153,0.477,0.682,0.0,0.0763,-4.931,0.0925,0.345,110.567,6b2RcmUt1g9N9mQ3CbjX2Y,2019-11-22,31
6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,114893,5,0,4,0.342,0.703,0.594,0.0,0.123,-6.146,0.0752,0.475,153.848,6fTt0CH2t0mdeB2N9XFG5r,2019-11-08,9
6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,114893,5,0,4,0.342,0.703,0.594,0.0,0.123,-6.146,0.0752,0.475,153.848,6fTt0CH2t0mdeB2N9XFG5r,2019-11-15,8
6fTt0CH2t0mdeB2N9XFG5r,Panini,Lil Nas X,114893,5,0,4,0.342,0.703,0.594,0.0,0.123,-6.146,0.0752,0.475,153.848,6fTt0CH2t0mdeB2N9XFG5r,2019-11-22,9
6fWa5CRgy0z30OeGZyMBvD,Heart On Ice,Rod Wave,159670,10,0,3,0.0513,0.733,0.389,0.0,0.141,-8.468,0.0738,0.244,157.878,6fWa5CRgy0z30OeGZyMBvD,2019-11-22,56
6Gg1gjgKi2AK4e0qzsR7sd,Bandit,Juice WRLD & YoungBoy Never Broke Again,189323,5,0,4,0.0687,0.474,0.631,0.0,0.132,-5.884,0.343,0.425,180.051,6Gg1gjgKi2AK4e0qzsR7sd,2019-11-08,18
6Gg1gjgKi2AK4e0qzsR7sd,Bandit,Juice WRLD & YoungBoy Never Broke Again,189323,5,0,4,0.0687,0.474,0.631,0.0,0.132,-5.884,0.343,0.425,180.051,6Gg1gjgKi2AK4e0qzsR7sd,2019-11-15,17
6Gg1gjgKi2AK4e0qzsR7sd,Bandit,Juice WRLD & YoungBoy Never Broke Again,189323,5,0,4,0.0687,0.474,0.631,0.0,0.132,-5.884,0.343,0.425,180.051,6Gg1gjgKi2AK4e0qzsR7sd,2019-11-22,22
6IRdLKIyS4p7XNiP8r6rsx,All The Good Girls Go To Hell,Billie Eilish,168840,8,0,4,0.283,0.726,0.444,0.143,0.177,-8.922,0.372,0.569,185.044,6IRdLKIyS4p7XNiP8r6rsx,2019-11-15,89
6IRdLKIyS4p7XNiP8r6rsx,All The Good Girls Go To Hell,Billie Eilish,168840,8,0,4,0.283,0.726,0.444,0.143,0.177,-8.922,0.372,0.569,185.044,6IRdLKIyS4p7XNiP8r6rsx,2019-11-22,80
6JOeNbZ3X6dtXusG3hkHn8,We Were,Keith Urban,189104,5,1,4,0.127,0.44,0.803,0.0,0.128,-6.162,0.0512,0.633,79.312,6JOeNbZ3X6dtXusG3hkHn8,2019-11-15,71
6JOeNbZ3X6dtXusG3hkHn8,We Were,Keith Urban,189104,5,1,4,0.127,0.44,0.803,0.0,0.128,-6.162,0.0512,0.633,79.312,6JOeNbZ3X6dtXusG3hkHn8,2019-11-22,70
6JsHgIkMYHcbNtKfsal2Mg,Jerry Sprunger,Tory Lanez & T-Pain,233546,0,0,4,0.137,0.76,0.746,0.0,0.0905,-5.331,0.227,0.449,100.011,6JsHgIkMYHcbNtKfsal2Mg,2019-11-22,83
6klLvorLoo1sxvZcjJIY8I,Make No Sense,YoungBoy Never Broke Again,148630,10,0,4,0.0208,0.876,0.733,0.0,0.0999,-4.478,0.333,0.962,154.904,6klLvorLoo1sxvZcjJIY8I,2019-11-15,59
6klLvorLoo1sxvZcjJIY8I,Make No Sense,YoungBoy Never Broke Again,148630,10,0,4,0.0208,0.876,0.733,0.0,0.0999,-4.478,0.333,0.962,154.904,6klLvorLoo1sxvZcjJIY8I,2019-11-22,69
6kls8cSlUyHW2BUOkDJIZE,Hate Me,Ellie Goulding & Juice WRLD,186223,8,1,4,0.108,0.657,0.768,0.0,0.144,-4.628,0.0507,0.759,75.025,6kls8cSlUyHW2BUOkDJIZE,2019-11-15,56
6kls8cSlUyHW2BUOkDJIZE,Hate Me,Ellie Goulding & Juice WRLD,186223,8,1,4,0.108,0.657,0.768,0.0,0.144,-4.628,0.0507,0.759,75.025,6kls8cSlUyHW2BUOkDJIZE,2019-11-22,68
6MxMqCgqmekcr0VwSU7AVH,Time,NF,240429,0,0,4,0.138,0.677,0.688,0.0,0.114,-4.058,0.0633,0.198,98.049,6MxMqCgqmekcr0VwSU7AVH,2019-11-15,41
6MxMqCgqmekcr0VwSU7AVH,Time,NF,240429,0,0,4,0.138,0.677,0.688,0.0,0.114,-4.058,0.0633,0.198,98.049,6MxMqCgqmekcr0VwSU7AVH,2019-11-22,43
6oyjdvxHhDvLhq7EJaVNTV,One Thing Right,Marshmello & Kane Brown,181364,1,0,4,0.186,0.544,0.529,6.07e-05,0.256,-7.248,0.315,0.598,175.972,6oyjdvxHhDvLhq7EJaVNTV,2019-11-15,40
6oyjdvxHhDvLhq7EJaVNTV,One Thing Right,Marshmello & Kane Brown,181364,1,0,4,0.186,0.544,0.529,6.07e-05,0.256,-7.248,0.315,0.598,175.972,6oyjdvxHhDvLhq7EJaVNTV,2019-11-22,40
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,DaBaby,159715,11,1,4,0.189,0.769,0.787,0.0,0.129,-3.909,0.367,0.836,126.77,6Ozh9Ok6h4Oi1wUSLtBseN,2019-11-15,65
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,DaBaby,159715,11,1,4,0.189,0.769,0.787,0.0,0.129,-3.909,0.367,0.836,126.77,6Ozh9Ok6h4Oi1wUSLtBseN,2019-11-22,67
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger,Sam Smith & Normani,171030,8,1,4,0.45,0.741,0.52,1.97e-06,0.222,-7.513,0.0656,0.347,102.998,6Qs4SXO9dwPj5GKvVOv8Ki,2019-11-15,36
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger,Sam Smith & Normani,171030,8,1,4,0.45,0.741,0.52,1.97e-06,0.222,-7.513,0.0656,0.347,102.998,6Qs4SXO9dwPj5GKvVOv8Ki,2019-11-22,41
6RRNNciQGZEXnqk8SQ9yv5,You Need To Calm Down,Taylor Swift,171360,2,1,4,0.00929,0.771,0.671,0.0,0.0637,-5.617,0.0553,0.714,85.026,6RRNNciQGZEXnqk8SQ9yv5,2019-11-15,46
6TqXcAFInzjp0bODyvrWEq,Talk,Khalid,197573,0,1,4,0.051,0.901,0.4,0.0,0.0599,-8.575,0.126,0.346,135.984,6TqXcAFInzjp0bODyvrWEq,2019-11-08,25
6TqXcAFInzjp0bODyvrWEq,Talk,Khalid,197573,0,1,4,0.051,0.901,0.4,0.0,0.0599,-8.575,0.126,0.346,135.984,6TqXcAFInzjp0bODyvrWEq,2019-11-15,24
6TqXcAFInzjp0bODyvrWEq,Talk,Khalid,197573,0,1,4,0.051,0.901,0.4,0.0,0.0599,-8.575,0.126,0.346,135.984,6TqXcAFInzjp0bODyvrWEq,2019-11-22,29
6uYgCE2OEulOw5zhHvZsHf,Love Me More,Trippie Redd,143713,10,1,4,0.22,0.638,0.539,0.0,0.241,-5.853,0.0504,0.247,83.381,6uYgCE2OEulOw5zhHvZsHf,2019-11-15,79
6V9fHiv84WlVTg7CSnIVY2,Graveyard,Halsey,181806,11,0,4,0.231,0.667,0.583,4.48e-05,0.181,-5.127,0.0747,0.187,92.043,6V9fHiv84WlVTg7CSnIVY2,2019-11-15,42
6V9fHiv84WlVTg7CSnIVY2,Graveyard,Halsey,181806,11,0,4,0.231,0.667,0.583,4.48e-05,0.181,-5.127,0.0747,0.187,92.043,6V9fHiv84WlVTg7CSnIVY2,2019-11-22,42
6XHVuErjQ4XNm6nDPVCxVX,No Guidance,Chris Brown Featuring Drake,260640,1,0,4,0.123,0.698,0.454,0.0,0.155,-6.756,0.151,0.137,92.932,6XHVuErjQ4XNm6nDPVCxVX,2019-11-08,8
6XHVuErjQ4XNm6nDPVCxVX,No Guidance,Chris Brown Featuring Drake,260640,1,0,4,0.123,0.698,0.454,0.0,0.155,-6.756,0.151,0.137,92.932,6XHVuErjQ4XNm6nDPVCxVX,2019-11-15,7
6XHVuErjQ4XNm6nDPVCxVX,No Guidance,Chris Brown Featuring Drake,260640,1,0,4,0.123,0.698,0.454,0.0,0.155,-6.756,0.151,0.137,92.932,6XHVuErjQ4XNm6nDPVCxVX,2019-11-22,7
6xqZi5JTTk6XIMLvy7w5JJ,Lonely Child,YoungBoy Never Broke Again,217659,6,0,5,0.294,0.584,0.688,0.0,0.097,-4.427,0.431,0.628,94.971,6xqZi5JTTk6XIMLvy7w5JJ,2019-11-15,58
6xqZi5JTTk6XIMLvy7w5JJ,Lonely Child,YoungBoy Never Broke Again,217659,6,0,5,0.294,0.584,0.688,0.0,0.097,-4.427,0.431,0.628,94.971,6xqZi5JTTk6XIMLvy7w5JJ,2019-11-22,73
6ZvAXIWw3rw8WR0Xlmifri,Heartache Medication,Jon Pardi,209110,9,1,4,0.0361,0.621,0.791,0.0,0.143,-3.343,0.0265,0.734,95.075,6ZvAXIWw3rw8WR0Xlmifri,2019-11-15,75
6ZvAXIWw3rw8WR0Xlmifri,Heartache Medication,Jon Pardi,209110,9,1,4,0.0361,0.621,0.791,0.0,0.143,-3.343,0.0265,0.734,95.075,6ZvAXIWw3rw8WR0Xlmifri,2019-11-22,71
735RSTb2xbtWbDtKD9XDYi,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",174333,6,0,4,0.363,0.63,0.671,0.0,0.113,-6.659,0.256,0.333,89.921,735RSTb2xbtWbDtKD9XDYi,2019-11-15,99
735RSTb2xbtWbDtKD9XDYi,Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",174333,6,0,4,0.363,0.63,0.671,0.0,0.113,-6.659,0.256,0.333,89.921,735RSTb2xbtWbDtKD9XDYi,2019-11-22,96
78QR3Wp35dqAhFEc2qAGjE,Baby,Lil Baby & DaBaby,145543,1,0,4,0.0852,0.897,0.662,0.0,0.534,-6.903,0.292,0.389,112.511,78QR3Wp35dqAhFEc2qAGjE,2019-11-15,31
78QR3Wp35dqAhFEc2qAGjE,Baby,Lil Baby & DaBaby,145543,1,0,4,0.0852,0.897,0.662,0.0,0.534,-6.903,0.292,0.389,112.511,78QR3Wp35dqAhFEc2qAGjE,2019-11-22,34
7A20WnLkjtZU2d7hIB6Ziu,Start Wit Me,Roddy Ricch & Gunna,158692,4,0,4,0.077,0.886,0.479,0.0,0.135,-8.054,0.334,0.408,130.029,7A20WnLkjtZU2d7hIB6Ziu,2019-11-15,82
7A20WnLkjtZU2d7hIB6Ziu,Start Wit Me,Roddy Ricch & Gunna,158692,4,0,4,0.077,0.886,0.479,0.0,0.135,-8.054,0.334,0.408,130.029,7A20WnLkjtZU2d7hIB6Ziu,2019-11-22,98
7aiClxsDWFRQ0Kzk5KI5ku,Hot Girl Bummer,blackbear,185093,6,0,1,0.128,0.778,0.559,0.0,0.399,-7.109,0.0776,0.678,129.989,7aiClxsDWFRQ0Kzk5KI5ku,2019-11-15,45
7aiClxsDWFRQ0Kzk5KI5ku,Hot Girl Bummer,blackbear,185093,6,0,1,0.128,0.778,0.559,0.0,0.399,-7.109,0.0776,0.678,129.989,7aiClxsDWFRQ0Kzk5KI5ku,2019-11-22,45
7CZyCXKG6d5ALeq41sLzbw,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,229573,1,0,4,0.0906,0.499,0.8,0.0,0.147,-2.665,0.0502,0.272,139.919,7CZyCXKG6d5ALeq41sLzbw,2019-11-15,51
7CZyCXKG6d5ALeq41sLzbw,Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,229573,1,0,4,0.0906,0.499,0.8,0.0,0.147,-2.665,0.0502,0.272,139.919,7CZyCXKG6d5ALeq41sLzbw,2019-11-22,49
7eOkHIcaoUhngxxypM5Ajr,Look At Her Now.,Selena Gomez,162596,10,0,5,0.114,0.753,0.564,0.0273,0.359,-7.908,0.252,0.55,77.342,7eOkHIcaoUhngxxypM5Ajr,2019-11-08,27
7eOkHIcaoUhngxxypM5Ajr,Look At Her Now.,Selena Gomez,162596,10,0,5,0.114,0.753,0.564,0.0273,0.359,-7.908,0.252,0.55,77.342,7eOkHIcaoUhngxxypM5Ajr,2019-11-15,62
7eOkHIcaoUhngxxypM5Ajr,Look At Her Now.,Selena Gomez,162596,10,0,5,0.114,0.753,0.564,0.0273,0.359,-7.908,0.252,0.55,77.342,7eOkHIcaoUhngxxypM5Ajr,2019-11-22,87
7f1zjZG77S891Uv4O68yfk,Baby Sitter,DaBaby Featuring Offset,157693,1,1,4,0.0219,0.852,0.73,0.0,0.336,-5.803,0.0579,0.394,92.506,7f1zjZG77S891Uv4O68yfk,2019-11-15,61
7f1zjZG77S891Uv4O68yfk,Baby Sitter,DaBaby Featuring Offset,157693,1,1,4,0.0219,0.852,0.73,0.0,0.336,-5.803,0.0579,0.394,92.506,7f1zjZG77S891Uv4O68yfk,2019-11-22,64
7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,207039,11,0,4,0.0169,0.74,0.498,0.00282,0.319,-6.684,0.0456,0.652,98.016,7LzouaWGFCy4tkXDOOnEyM,2019-11-15,52
7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,207039,11,0,4,0.0169,0.74,0.498,0.00282,0.319,-6.684,0.0456,0.652,98.016,7LzouaWGFCy4tkXDOOnEyM,2019-11-22,55
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,182161,1,1,4,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,2019-11-08,2
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,182161,1,1,4,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,2019-11-15,1
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,182161,1,1,4,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,2019-11-22,1
7qvsl2pYzrsYgPeFBN5jxp,Juicy,Doja Cat & Tyga,202333,0,1,4,0.0856,0.786,0.658,0.0,0.0689,-2.61,0.0661,0.458,170.037,7qvsl2pYzrsYgPeFBN5jxp,2019-11-15,67
7qvsl2pYzrsYgPeFBN5jxp,Juicy,Doja Cat & Tyga,202333,0,1,4,0.0856,0.786,0.658,0.0,0.0689,-2.61,0.0661,0.458,170.037,7qvsl2pYzrsYgPeFBN5jxp,2019-11-22,47
